SendDate,SendTime,Solar Power (kW),Solar energy Generation (kWh),consumptionValue (kW)
07-02-2024,13:33:00,159,0.6,0.48
07-02-2024,13:34:00,157,0,
07-02-2024,13:37:00,161,0.6,0.47
07-02-2024,13:39:00,161,0.6,0.48
07-02-2024,13:40:00,160,0.6,0.49
07-02-2024,13:41:00,160,0.6,0.49
07-02-2024,13:42:00,158,0.6,0.48
07-02-2024,13:46:00,158,0.6,0.48
07-02-2024,13:47:00,159,0.6,0.49
07-02-2024,13:49:00,159,0.6,0.49
07-02-2024,13:50:00,158,0.6,0.5
07-02-2024,13:51:00,158,0.6,0.48
07-02-2024,13:55:00,158,0,
07-02-2024,13:56:00,160,0.7,0.48
07-02-2024,13:58:00,159,0.7,0.49
07-02-2024,14:00:00,158,0.7,0.53
07-02-2024,14:02:00,160,0.7,0.53
07-02-2024,14:03:00,162,0.7,0.53
07-02-2024,14:05:00,160,0,
07-02-2024,14:06:00,158,0.7,0.52
07-02-2024,14:09:00,159,0.7,0.52
07-02-2024,14:10:00,158,0.7,0.52
07-02-2024,14:12:00,158,0.7,0.53
07-02-2024,14:13:00,160,0.7,0.53
07-02-2024,14:14:00,157,0,
07-02-2024,14:18:00,157,0.7,0.52
07-02-2024,14:19:00,157,0.7,0.53
07-02-2024,14:20:00,158,0.7,0.53
07-02-2024,14:24:00,159,0.7,0.53
07-02-2024,14:25:00,160,0.7,0.52
07-02-2024,14:27:00,157,0.7,0.53
07-02-2024,14:28:00,160,0.7,0.52
07-02-2024,14:30:00,161,0.7,0.53
07-02-2024,14:33:00,159,0,
07-02-2024,14:34:00,158,0,
07-02-2024,14:36:00,159,0.7,0.52
07-02-2024,14:37:00,159,0.7,0.51
07-02-2024,14:38:00,156,0.7,0.52
07-02-2024,14:39:00,159,0.7,0.52
07-02-2024,14:40:00,158,0.7,0.52
07-02-2024,14:44:00,159,0.8,0.52
07-02-2024,14:46:00,160,0,
07-02-2024,14:47:00,162,0,
07-02-2024,14:48:00,158,0.8,0.51
07-02-2024,14:50:00,196,0.8,0.52
07-02-2024,14:51:00,161,0,
07-02-2024,14:53:00,161,0,
07-02-2024,14:55:00,161,0.8,0.52
07-02-2024,14:56:00,160,0.8,0.51
07-02-2024,14:58:00,159,0.8,0.51
07-02-2024,15:00:00,163,0.8,0.52
07-02-2024,15:01:00,284,0,
07-02-2024,15:03:00,160,0.8,0.51
07-02-2024,15:04:00,161,0.8,0.52
07-02-2024,15:05:00,163,0.8,0.48
07-02-2024,15:06:00,160,0.8,0.48
07-02-2024,15:10:00,163,0.8,0.47
07-02-2024,15:11:00,163,0.8,0.46
07-02-2024,15:12:00,160,0.8,0.49
07-02-2024,15:16:00,161,0,
07-02-2024,15:17:00,162,0.8,0.47
07-02-2024,15:20:00,160,0.8,0.48
07-02-2024,15:21:00,160,0.8,0.48
07-02-2024,15:22:00,159,0.8,0.48
07-02-2024,15:23:00,160,0.8,0.47
07-02-2024,15:25:00,161,0.8,0.49
07-02-2024,15:28:00,158,0,
07-02-2024,15:30:00,161,0.8,0.48
07-02-2024,15:31:00,159,0.8,0.48
07-02-2024,15:34:00,160,0.9,0.48
07-02-2024,15:35:00,162,0.9,0.49
07-02-2024,15:36:00,158,0.9,0.48
07-02-2024,15:40:00,161,0.9,0.47
07-02-2024,15:41:00,161,0.9,0.49
07-02-2024,15:43:00,160,0.9,0.48
07-02-2024,15:44:00,160,0.9,0.5
07-02-2024,15:46:00,161,0.9,0.5
07-02-2024,15:48:00,161,0,
07-02-2024,15:50:00,162,0.9,0.5
07-02-2024,15:51:00,158,0,
07-02-2024,15:53:00,157,0,
07-02-2024,15:55:00,155,0,
07-02-2024,15:57:00,158,0.9,0.5
07-02-2024,15:58:00,156,0.9,0.5
07-02-2024,16:00:00,155,0.9,0.49
07-02-2024,16:01:00,154,0.9,0.5
07-02-2024,16:02:00,154,0.9,0.49
07-02-2024,16:06:00,152,0,
07-02-2024,16:07:00,154,0,
07-02-2024,16:09:00,151,0.9,0.97
07-02-2024,16:12:00,151,0.9,0.52
07-02-2024,16:13:00,149,0.9,0.52
07-02-2024,16:14:00,150,0.9,0.52
07-02-2024,16:17:00,150,0,
07-02-2024,16:18:00,150,1,0.97
07-02-2024,16:21:00,151,1,0.53
07-02-2024,16:24:00,156,1,0.84
07-02-2024,16:25:00,153,1,0.52
07-02-2024,16:27:00,157,0,
07-02-2024,16:28:00,157,1,0.51
07-02-2024,16:29:00,156,0,
07-02-2024,16:32:00,208,1,0.53
07-02-2024,16:34:00,160,1,1
07-02-2024,16:35:00,157,1,0.99
07-02-2024,16:36:00,160,1,0.98
07-02-2024,16:37:00,157,1,0.55
07-02-2024,16:42:00,161,0,
07-02-2024,16:43:00,158,1,0.54
07-02-2024,16:44:00,158,1,0.53
07-02-2024,16:47:00,158,0,
07-02-2024,16:48:00,159,0,
07-02-2024,16:50:00,158,1,0.53
07-02-2024,16:53:00,160,1,0.55
07-02-2024,16:54:00,159,1,0.54
07-02-2024,16:55:00,158,1,0.54
07-02-2024,16:58:00,162,1,0.58
07-02-2024,16:59:00,160,1,0.58
07-02-2024,17:01:00,160,1,0.58
07-02-2024,17:02:00,159,1,0.57
07-02-2024,17:04:00,157,0,
07-02-2024,17:07:00,157,0,
07-02-2024,17:08:00,157,1.1,0.57
07-02-2024,17:10:00,158,1.1,0.58
07-02-2024,17:12:00,154,1.1,0.57
07-02-2024,17:14:00,157,0,
07-02-2024,17:15:00,154,0,
07-02-2024,17:16:00,155,1.1,0.59
07-02-2024,17:18:00,156,0,
07-02-2024,17:21:00,154,1.1,0.59
07-02-2024,17:22:00,155,1.1,0.56
07-02-2024,17:25:00,151,1.1,0.57
07-02-2024,17:28:00,155,1.1,0.57
07-02-2024,17:29:00,153,1.1,0.57
07-02-2024,17:31:00,151,1.1,0.58
07-02-2024,17:32:00,153,1.1,0.57
07-02-2024,17:33:00,150,1.1,0.57
07-02-2024,17:37:00,151,1.1,0.57
07-02-2024,17:38:00,152,1.1,0.58
07-02-2024,17:40:00,151,1.1,0.56
07-02-2024,17:41:00,151,0,
07-02-2024,17:43:00,154,1.1,0.56
07-02-2024,17:45:00,150,0,
07-02-2024,17:47:00,149,1.1,0.57
07-02-2024,17:48:00,150,0,
07-02-2024,17:50:00,149,1.1,0.56
07-02-2024,17:51:00,149,1.1,0.57
07-02-2024,17:53:00,149,1.1,0.57
07-02-2024,17:55:00,148,1.1,0.56
07-02-2024,17:56:00,147,1.2,0.57
07-02-2024,17:59:00,144,1.2,0.53
07-02-2024,18:00:00,145,1.2,0.55
07-02-2024,18:02:00,143,1.2,0.54
07-02-2024,18:05:00,141,0,
07-02-2024,18:07:00,141,1.2,0.53
07-02-2024,18:08:00,141,1.2,0.52
07-02-2024,18:09:00,141,1.2,0.53
07-02-2024,18:14:00,141,1.2,0.55
07-02-2024,18:19:00,141,1.2,0.54
07-02-2024,18:26:00,141,1.2,0.52
07-02-2024,18:31:00,141,1.2,0.54
07-02-2024,18:36:00,141,1.2,0.53
07-02-2024,18:41:00,141,1.2,0.54
07-02-2024,18:47:00,141,1.2,0.5
07-02-2024,18:52:00,141,1.2,0.51
07-02-2024,18:57:00,141,1.2,0.5
07-02-2024,19:03:00,141,1.2,0.49
07-02-2024,19:08:00,141,1.2,0.48
07-02-2024,19:10:00,141,1.2,0.4
07-02-2024,19:13:00,141,1.2,0.4
07-02-2024,19:18:00,141,1.2,0.39
07-02-2024,19:24:00,141,1.2,0.38
07-02-2024,19:29:00,141,1.2,0.37
07-02-2024,19:34:00,141,1.2,0.37
07-02-2024,19:39:00,141,1.2,0.37
07-02-2024,19:45:00,141,1.2,0.42
07-02-2024,19:50:00,141,1.2,0.4
07-02-2024,19:55:00,141,1.2,0.31
07-02-2024,20:00:00,141,1.2,0.31
07-02-2024,20:03:00,141,1.2,0.35
07-02-2024,20:06:00,141,1.2,0.34
07-02-2024,20:11:00,141,1.2,0.33
07-02-2024,20:16:00,141,1.2,0.35
07-02-2024,20:21:00,141,1.2,0.35
07-02-2024,20:27:00,141,0,0.34
07-02-2024,20:33:00,141,0,0.35
07-02-2024,20:38:00,141,0,0.34
07-02-2024,20:43:00,141,0,0.35
07-02-2024,20:48:00,141,0,0.36
07-02-2024,20:53:00,141,0,0.34
07-02-2024,20:58:00,141,0,0.35
07-02-2024,21:03:00,141,0,0.35
07-02-2024,21:09:00,141,0,0.33
07-02-2024,21:14:00,141,0,0.34
07-02-2024,21:19:00,141,0,0.32
07-02-2024,21:25:00,141,0,0.33
07-02-2024,21:30:00,141,0,0.32
07-02-2024,21:36:00,141,0,0.33
07-02-2024,21:41:00,141,0,0.33
07-02-2024,21:46:00,141,0,0.32
07-02-2024,21:51:00,141,0,0.32
07-02-2024,21:57:00,141,0,0.32
07-02-2024,22:02:00,141,0,0.33
07-02-2024,22:07:00,141,0,0.32
07-02-2024,22:12:00,141,0,0.32
07-02-2024,22:17:00,141,0,0.32
07-02-2024,22:24:00,141,0,0.33
07-02-2024,22:24:00,141,0,0.35
07-02-2024,22:29:00,141,0,0.33
07-02-2024,22:32:00,141,0,0.29
07-02-2024,22:34:00,141,0,0.29
07-02-2024,22:39:00,141,0,0.31
07-02-2024,22:45:00,141,0,0.3
07-02-2024,22:50:00,141,0,0.31
07-02-2024,22:55:00,141,0,0.31
07-02-2024,23:00:00,141,0,0.32
07-02-2024,23:06:00,141,0,0.31
07-02-2024,23:11:00,141,0,0.33
07-02-2024,23:16:00,141,0,0.32
07-02-2024,23:21:00,141,0,0.31
07-02-2024,23:28:00,141,0,0.33
07-02-2024,23:33:00,141,0,0.33
07-02-2024,23:38:00,141,0,0.31
07-02-2024,23:43:00,141,0,0.35
07-02-2024,23:48:00,141,0,0.33
07-02-2024,23:53:00,141,0,0.31
07-02-2024,23:59:00,141,0,0.3
07-03-2024,00:04:00,141,0,0.29
07-03-2024,00:09:00,141,0,0.32
07-03-2024,00:14:00,141,0,0.31
07-03-2024,00:20:00,141,0,0.32
07-03-2024,00:25:00,141,0,0.32
07-03-2024,00:31:00,141,0,0.33
07-03-2024,00:36:00,141,0,0.32
07-03-2024,00:42:00,141,0,0.34
07-03-2024,00:47:00,141,0,0.33
07-03-2024,00:53:00,141,0,0.33
07-03-2024,00:58:00,141,0,0.32
07-03-2024,01:03:00,141,0,0.32
07-03-2024,01:08:00,141,0,0.33
07-03-2024,01:13:00,141,0,0.34
07-03-2024,01:18:00,141,0,0.34
07-03-2024,01:25:00,141,0,0.32
07-03-2024,01:30:00,141,0,0.32
07-03-2024,01:35:00,141,0,0.32
07-03-2024,01:40:00,141,0,0.31
07-03-2024,01:45:00,141,0,0.33
07-03-2024,01:51:00,141,0,0.32
07-03-2024,01:56:00,141,0,0.33
07-03-2024,02:01:00,141,0,0.33
07-03-2024,02:06:00,141,0,0.33
07-03-2024,02:12:00,141,0,0.33
07-03-2024,02:18:00,141,0,0.33
07-03-2024,02:23:00,141,0,0.33
07-03-2024,02:28:00,141,0,0.33
07-03-2024,02:34:00,141,0,0.33
07-03-2024,02:39:00,141,0,0.33
07-03-2024,02:45:00,141,0,0.35
07-03-2024,02:50:00,141,0,0.35
07-03-2024,02:55:00,141,0,0.35
07-03-2024,03:00:00,141,0,0.35
07-03-2024,03:05:00,141,0,0.36
07-03-2024,03:11:00,141,0,0.36
07-03-2024,03:16:00,141,0,0.36
07-03-2024,03:22:00,141,0,0.36
07-03-2024,03:27:00,141,0,0.36
07-03-2024,03:33:00,141,0,0.35
07-03-2024,03:38:00,141,0,0.36
07-03-2024,03:43:00,141,0,0.36
07-03-2024,03:49:00,141,0,0.36
07-03-2024,03:55:00,141,0,0.36
07-03-2024,04:00:00,141,0,0.35
07-03-2024,04:05:00,141,0,0.36
07-03-2024,04:10:00,141,0,0.36
07-03-2024,04:15:00,141,0,0.35
07-03-2024,04:21:00,141,0,0.34
07-03-2024,04:26:00,141,0,0.33
07-03-2024,04:32:00,141,0,0.34
07-03-2024,04:37:00,141,0,0.33
07-03-2024,04:43:00,141,0,0.33
07-03-2024,04:48:00,141,0,0.33
07-03-2024,04:53:00,141,0,0.34
07-03-2024,04:58:00,141,0,0.34
07-03-2024,05:03:00,141,0,0.41
07-03-2024,05:08:00,141,0,0.42
07-03-2024,05:13:00,141,0,0.42
07-03-2024,05:19:00,141,0,0.42
07-03-2024,05:25:00,141,0,0.45
07-03-2024,05:30:00,141,0,0.43
07-03-2024,05:35:00,141,0,0.43
07-03-2024,05:40:00,141,0,0.6
07-03-2024,05:45:00,141,0,0.45
07-03-2024,05:51:00,141,0,0.37
07-03-2024,05:56:00,141,0,0.36
07-03-2024,05:57:00,145,0,0.37
07-03-2024,06:00:00,143,0,0.38
07-03-2024,06:01:00,145,0,0.38
07-03-2024,06:03:00,145,0,0.39
07-03-2024,06:05:00,147,0,0.39
07-03-2024,06:06:00,149,0,0.39
07-03-2024,06:07:00,145,0,
07-03-2024,06:10:00,145,0,0.37
07-03-2024,06:11:00,147,0,
07-03-2024,06:13:00,144,0,0.37
07-03-2024,06:16:00,148,0,0.37
07-03-2024,06:17:00,148,0,0.37
07-03-2024,06:19:00,147,0,
07-03-2024,06:22:00,149,0,0.36
07-03-2024,06:24:00,148,0,0.36
07-03-2024,06:25:00,146,0,0.35
07-03-2024,06:28:00,149,0,0.35
07-03-2024,06:30:00,152,0,0.35
07-03-2024,06:31:00,151,0,0.35
07-03-2024,06:34:00,148,0,
07-03-2024,06:36:00,149,0,
07-03-2024,06:38:00,149,0,
07-03-2024,06:39:00,151,0.1,0.34
07-03-2024,06:41:00,150,0.1,0.35
07-03-2024,06:43:00,155,0.1,0.35
07-03-2024,06:44:00,152,0.1,0.35
07-03-2024,06:46:00,153,0.1,0.35
07-03-2024,06:47:00,152,0.1,0.35
07-03-2024,06:48:00,152,0.1,0.34
07-03-2024,06:51:00,153,0.1,0.35
07-03-2024,06:52:00,155,0.1,0.35
07-03-2024,06:54:00,152,0.1,0.36
07-03-2024,06:58:00,157,0,
07-03-2024,06:59:00,155,0.1,0.34
07-03-2024,07:00:00,156,0.1,0.35
07-03-2024,07:03:00,153,0.1,0.35
07-03-2024,07:05:00,155,0,
07-03-2024,07:06:00,156,0.1,0.35
07-03-2024,07:09:00,156,0,
07-03-2024,07:10:00,156,0.1,0.36
07-03-2024,07:12:00,155,0.1,0.35
07-03-2024,07:13:00,156,0.1,0.35
07-03-2024,07:15:00,154,0.1,0.38
07-03-2024,07:18:00,155,0.1,0.36
07-03-2024,07:19:00,155,0,
07-03-2024,07:21:00,155,0,
07-03-2024,07:23:00,157,0.1,0.36
07-03-2024,07:25:00,158,0.1,0.36
07-03-2024,07:27:00,158,0.2,0.36
07-03-2024,07:28:00,155,0.2,0.36
07-03-2024,07:30:00,155,0.2,0.34
07-03-2024,07:31:00,156,0.2,0.35
07-03-2024,07:33:00,158,0,
07-03-2024,07:34:00,157,0.2,0.34
07-03-2024,07:36:00,157,0.2,0.33
07-03-2024,07:39:00,156,0.2,0.33
07-03-2024,07:40:00,156,0,
07-03-2024,07:41:00,154,0.2,0.33
07-03-2024,07:42:00,154,0.2,0.33
07-03-2024,07:44:00,151,0.2,0.34
07-03-2024,07:47:00,152,0.2,0.34
07-03-2024,07:48:00,151,0,
07-03-2024,07:49:00,154,0.2,0.34
07-03-2024,07:53:00,154,0.2,0.34
07-03-2024,07:54:00,156,0.2,0.32
07-03-2024,07:55:00,155,0.2,0.33
07-03-2024,07:59:00,155,0,
07-03-2024,08:01:00,155,0,
07-03-2024,08:02:00,153,0.2,0.34
07-03-2024,08:04:00,154,0.2,0.33
07-03-2024,08:06:00,154,0.2,0.33
07-03-2024,08:07:00,156,0.2,0.36
07-03-2024,08:10:00,156,0.2,0.36
07-03-2024,08:11:00,157,0.2,0.36
07-03-2024,08:13:00,158,0.2,0.36
07-03-2024,08:14:00,160,0.2,0.35
07-03-2024,08:15:00,159,0.3,0.35
07-03-2024,08:20:00,156,0,
07-03-2024,08:21:00,159,0.3,0.35
07-03-2024,08:22:00,159,0.3,0.35
07-03-2024,08:25:00,196,0.3,0.37
07-03-2024,08:26:00,157,0.3,0.37
07-03-2024,08:28:00,165,0,
07-03-2024,08:31:00,155,0,
07-03-2024,08:33:00,152,0.3,0.37
07-03-2024,08:35:00,154,0.3,0.38
07-03-2024,08:37:00,151,0.3,0.37
07-03-2024,08:38:00,151,0.3,0.37
07-03-2024,08:39:00,149,0,
07-03-2024,08:42:00,148,0.3,0.39
07-03-2024,08:44:00,146,0,
07-03-2024,08:45:00,144,0.3,0.39
07-03-2024,08:46:00,144,0.3,0.39
07-03-2024,08:48:00,148,0,
07-03-2024,08:50:00,152,0,
07-03-2024,08:52:00,156,0.3,0.37
07-03-2024,08:53:00,158,0.3,0.39
07-03-2024,08:55:00,160,0.3,0.39
07-03-2024,08:56:00,158,0,
07-03-2024,08:58:00,156,0.3,0.32
07-03-2024,08:59:00,156,0.3,0.33
07-03-2024,09:02:00,159,0.3,0.32
07-03-2024,09:03:00,155,0.3,0.33
07-03-2024,09:05:00,156,0.3,0.35
07-03-2024,09:06:00,155,0.4,0.34
07-03-2024,09:07:00,155,0.4,0.34
07-03-2024,09:09:00,155,0.4,0.34
07-03-2024,09:10:00,153,0.4,0.33
07-03-2024,09:13:00,158,0.4,0.33
07-03-2024,09:15:00,157,0.4,0.35
07-03-2024,09:16:00,159,0.4,0.33
07-03-2024,09:19:00,162,0.4,0.34
07-03-2024,09:20:00,163,0,
07-03-2024,09:23:00,164,0,
07-03-2024,09:24:00,164,0.4,0.35
07-03-2024,09:26:00,161,0.4,0.36
07-03-2024,09:27:00,164,0.4,0.36
07-03-2024,09:29:00,164,0,
07-03-2024,09:30:00,165,0.4,0.36
07-03-2024,09:31:00,161,0.4,0.36
07-03-2024,09:34:00,161,0.4,0.37
07-03-2024,09:35:00,164,0.4,0.36
07-03-2024,09:36:00,162,0.4,0.41
07-03-2024,09:40:00,255,0.4,0.43
07-03-2024,09:41:00,166,0.4,0.4
07-03-2024,09:42:00,161,0.4,0.4
07-03-2024,09:46:00,162,0.4,0.4
07-03-2024,09:47:00,163,0.4,0.46
07-03-2024,09:48:00,163,0.4,0.46
07-03-2024,09:52:00,160,0.4,0.47
07-03-2024,09:53:00,162,0.5,0.44
07-03-2024,09:55:00,165,0,
07-03-2024,09:56:00,162,0.5,0.45
07-03-2024,09:57:00,164,0.5,0.62
07-03-2024,10:00:00,162,0.5,0.45
07-03-2024,10:01:00,163,0.5,0.59
07-03-2024,10:03:00,160,0.5,0.71
07-03-2024,10:05:00,164,0,
07-03-2024,10:06:00,161,0.5,0.46
07-03-2024,10:07:00,162,0.5,0.64
07-03-2024,10:08:00,159,0.5,0.71
07-03-2024,10:11:00,161,0.5,0.44
07-03-2024,10:13:00,160,0.5,0.45
07-03-2024,10:14:00,159,0,
07-03-2024,10:17:00,164,0.5,0.6
07-03-2024,10:19:00,161,0.5,0.7
07-03-2024,10:20:00,160,0,
07-03-2024,10:22:00,157,0.5,0.61
07-03-2024,10:25:00,158,0.5,0.46
07-03-2024,10:26:00,156,0.5,0.44
07-03-2024,10:27:00,155,0.5,0.42
07-03-2024,10:30:00,153,0.5,0.44
07-03-2024,10:31:00,154,0.5,0.44
07-03-2024,10:33:00,155,0,
07-03-2024,10:34:00,153,0.5,0.49
07-03-2024,10:35:00,151,0.5,0.45
07-03-2024,10:38:00,151,0.5,0.47
07-03-2024,10:40:00,148,0,
07-03-2024,10:41:00,148,0.6,0.51
07-03-2024,10:43:00,151,0.6,0.51
07-03-2024,10:45:00,154,0.6,0.51
07-03-2024,10:46:00,157,0.6,0.51
07-03-2024,10:48:00,159,0,
07-03-2024,10:50:00,158,0,
07-03-2024,10:52:00,162,0.6,0.55
07-03-2024,10:53:00,159,0.6,0.56
07-03-2024,10:55:00,158,0.6,0.55
07-03-2024,10:57:00,161,0,
07-03-2024,10:58:00,161,0,
07-03-2024,11:01:00,161,0.6,0.65
07-03-2024,11:03:00,161,0.6,0.56
07-03-2024,11:04:00,160,0.6,0.57
07-03-2024,11:05:00,158,0.6,0.59
07-03-2024,11:07:00,161,0,
07-03-2024,11:10:00,157,0,
07-03-2024,11:11:00,157,0.6,0.53
07-03-2024,11:13:00,155,0,
07-03-2024,11:16:00,159,0.6,0.55
07-03-2024,11:17:00,162,0,
07-03-2024,11:20:00,160,0,
07-03-2024,11:21:00,161,0.6,0.54
07-03-2024,11:22:00,158,0.6,0.53
07-03-2024,11:24:00,162,0.6,0.55
07-03-2024,11:25:00,162,0.6,0.56
07-03-2024,11:28:00,178,0,
07-03-2024,11:30:00,163,0.7,0.42
07-03-2024,11:31:00,163,0.7,0.41
07-03-2024,11:34:00,159,0.7,0.42
07-03-2024,11:36:00,158,0.7,0.41
07-03-2024,11:37:00,158,0,
07-03-2024,11:40:00,153,0,
07-03-2024,11:41:00,153,0,
07-03-2024,11:43:00,154,0,
07-03-2024,11:45:00,154,0.7,0.41
07-03-2024,11:47:00,155,0,
07-03-2024,11:48:00,153,0.7,0.4
07-03-2024,11:50:00,154,0,
07-03-2024,11:51:00,205,0.7,0.39
07-03-2024,11:53:00,155,0,
07-03-2024,11:54:00,156,0.7,0.4
07-03-2024,11:55:00,155,0.7,0.4
07-03-2024,11:57:00,157,0.7,0.42
07-03-2024,12:00:00,148,0.7,0.42
07-03-2024,12:01:00,148,0.7,0.42
07-03-2024,12:03:00,152,0.7,0.42
07-03-2024,12:04:00,153,0.7,0.41
07-03-2024,12:05:00,153,0.7,0.41
07-03-2024,12:09:00,151,0.7,0.49
07-03-2024,12:10:00,151,0.7,0.5
07-03-2024,12:12:00,150,0,
07-03-2024,12:13:00,153,0.7,0.49
07-03-2024,12:15:00,154,0.7,0.49
07-03-2024,12:17:00,152,0.8,0.48
07-03-2024,12:18:00,152,0.8,0.48
07-03-2024,12:20:00,150,0.8,0.49
07-03-2024,12:22:00,149,0.8,0.48
07-03-2024,12:23:00,146,0.8,0.49
07-03-2024,12:27:00,149,0,
07-03-2024,12:28:00,146,0.8,0.48
07-03-2024,12:30:00,146,0.8,0.48
07-03-2024,12:32:00,149,0.8,0.49
07-03-2024,12:34:00,151,0,
07-03-2024,12:35:00,152,0,
07-03-2024,12:37:00,156,0.8,0.48
07-03-2024,12:38:00,155,0.8,0.48
07-03-2024,12:41:00,157,0.8,0.48
07-03-2024,12:43:00,160,0.8,0.48
07-03-2024,12:44:00,160,0.8,0.48
07-03-2024,12:45:00,160,0.8,0.49
07-03-2024,12:47:00,160,0.8,0.48
07-03-2024,12:48:00,159,0.8,0.49
07-03-2024,12:50:00,157,0.8,0.49
07-03-2024,12:51:00,157,0.8,0.48
07-03-2024,12:52:00,156,0.8,0.49
07-03-2024,12:55:00,160,0,
07-03-2024,12:57:00,163,0.8,0.48
07-03-2024,12:59:00,161,0,
07-03-2024,13:01:00,164,0.8,0.49
07-03-2024,13:03:00,162,0.8,0.48
07-03-2024,13:04:00,163,0.9,0.48
07-03-2024,13:06:00,163,0.9,0.49
07-03-2024,13:07:00,161,0.9,0.48
07-03-2024,13:10:00,160,0,
07-03-2024,13:11:00,164,0.9,0.49
07-03-2024,13:12:00,161,0.9,0.48
07-03-2024,13:15:00,160,0.9,0.48
07-03-2024,13:16:00,164,0.9,0.48
07-03-2024,13:17:00,162,0.9,0.49
07-03-2024,13:21:00,163,0.9,0.49
07-03-2024,13:24:00,162,0.9,0.48
07-03-2024,13:25:00,226,0.9,0.49
07-03-2024,13:26:00,163,0.9,0.48
07-03-2024,13:27:00,161,0.9,0.48
07-03-2024,13:31:00,158,0,
07-03-2024,13:32:00,161,0.9,0.49
07-03-2024,13:34:00,159,0.9,0.48
07-03-2024,13:35:00,157,0,
07-03-2024,13:37:00,161,0,
07-03-2024,13:39:00,156,0.9,0.48
07-03-2024,13:40:00,155,0.9,0.48
07-03-2024,13:42:00,156,0.9,0.47
07-03-2024,13:44:00,154,0.9,0.48
07-03-2024,13:45:00,150,0.9,0.43
07-03-2024,13:46:00,153,0.9,0.43
07-03-2024,13:47:00,150,0.9,0.42
07-03-2024,13:50:00,153,0.9,0.42
07-03-2024,13:52:00,155,1,0.42
07-03-2024,13:53:00,152,1,0.43
07-03-2024,13:57:00,156,1,0.42
07-03-2024,13:58:00,154,1,0.43
07-03-2024,14:00:00,154,1,0.42
07-03-2024,14:02:00,153,0,
07-03-2024,14:04:00,153,1,0.43
07-03-2024,14:05:00,156,1,0.43
07-03-2024,14:06:00,157,1,0.43
07-03-2024,14:08:00,156,1,0.44
07-03-2024,14:11:00,159,0,
07-03-2024,14:12:00,158,1,0.47
07-03-2024,14:15:00,156,1,0.47
07-03-2024,14:16:00,159,1,0.47
07-03-2024,14:17:00,157,1,0.47
07-03-2024,14:21:00,159,1,0.47
07-03-2024,14:22:00,160,1,0.46
07-03-2024,14:23:00,159,1,0.46
07-03-2024,14:24:00,157,1,0.44
07-03-2024,14:26:00,156,0,
07-03-2024,14:30:00,160,1,0.43
07-03-2024,14:31:00,158,1,0.44
07-03-2024,14:33:00,161,0,
07-03-2024,14:35:00,162,1,0.44
07-03-2024,14:36:00,161,1,0.44
07-03-2024,14:37:00,161,1,0.42
07-03-2024,14:41:00,161,1.1,0.42
07-03-2024,14:42:00,161,1.1,0.42
07-03-2024,14:44:00,161,0,
07-03-2024,14:46:00,160,1.1,0.42
07-03-2024,14:48:00,163,0,
07-03-2024,14:50:00,164,0,
07-03-2024,14:51:00,163,1.1,0.42
07-03-2024,14:52:00,165,1.1,0.42
07-03-2024,14:55:00,166,1.1,0.42
07-03-2024,14:57:00,166,0,
07-03-2024,14:58:00,164,1.1,0.4
07-03-2024,15:01:00,166,1.1,0.39
07-03-2024,15:02:00,168,1.1,0.41
07-03-2024,15:03:00,165,1.1,0.42
07-03-2024,15:07:00,166,1.1,0.42
07-03-2024,15:08:00,165,0,
07-03-2024,15:09:00,164,1.1,0.42
07-03-2024,15:11:00,167,0,
07-03-2024,15:12:00,164,1.1,0.35
07-03-2024,15:14:00,164,1.1,0.36
07-03-2024,15:15:00,162,1.1,0.36
07-03-2024,15:16:00,165,1.1,0.36
07-03-2024,15:17:00,163,1.1,0.38
07-03-2024,15:22:00,165,0,
07-03-2024,15:24:00,165,1.1,0.43
07-03-2024,15:25:00,164,1.2,0.42
07-03-2024,15:28:00,160,0,
07-03-2024,15:29:00,163,1.2,0.38
07-03-2024,15:30:00,161,1.2,0.39
07-03-2024,15:32:00,159,1.2,0.39
07-03-2024,15:33:00,161,1.2,0.38
07-03-2024,15:36:00,163,1.2,0.43
07-03-2024,15:38:00,163,1.2,0.41
07-03-2024,15:39:00,159,0,
07-03-2024,15:41:00,161,1.2,0.41
07-03-2024,15:43:00,163,0,
07-03-2024,15:44:00,162,1.2,0.37
07-03-2024,15:45:00,159,1.2,0.37
07-03-2024,15:48:00,160,0,
07-03-2024,15:50:00,159,1.2,0.38
07-03-2024,15:51:00,160,0,
07-03-2024,15:54:00,160,0,
07-03-2024,15:55:00,161,1.2,0.41
07-03-2024,15:57:00,158,1.2,0.41
07-03-2024,15:59:00,161,1.2,0.43
07-03-2024,16:01:00,158,0,
07-03-2024,16:02:00,160,1.2,0.42
07-03-2024,16:05:00,159,0,
07-03-2024,16:06:00,161,1.2,0.42
07-03-2024,16:08:00,161,1.2,0.42
07-03-2024,16:11:00,160,0,
07-03-2024,16:12:00,159,1.3,0.46
07-03-2024,16:14:00,160,0,
07-03-2024,16:15:00,162,1.3,0.46
07-03-2024,16:17:00,159,0,
07-03-2024,16:20:00,160,0,
07-03-2024,16:21:00,161,1.3,0.47
07-03-2024,16:24:00,159,0,
07-03-2024,16:26:00,156,1.3,0.48
07-03-2024,16:27:00,160,1.3,0.49
07-03-2024,16:29:00,159,1.3,0.47
07-03-2024,16:31:00,158,1.3,0.49
